month,pct_please,pct_thanks,pct_apology,pct_hedge,pct_greeting,n_turns
2023-04,6.391896611945512,1.8062970909635248,0.5438850356768624,0.6337009131280874,2.1805299136769625,20041
2023-05,5.495162517664964,1.4023263398195458,0.3641700184802696,0.5544080878356343,1.8099793455810413,18398
2023-06,6.773130828075269,3.2720978279077557,2.060416550337819,1.0776704450276398,2.3005192919761015,17909
2023-07,12.27949455773802,1.5451019642186914,0.6067809333166521,0.49418240960840737,1.7139997497810584,15986
2023-08,20.014776505356483,1.8175101588474327,0.7536017731806428,0.4802364240857037,1.847063169560399,13535
2023-09,17.150837988826815,2.0041899441340782,0.6005586592178771,0.6284916201117319,1.6131284916201118,14320
2023-10,13.491549802229413,2.078389068680331,0.7695073714491191,0.5897159295217548,1.5677813736066162,13905
2023-11,15.210031347962383,1.6677115987460813,0.6144200626959248,0.438871473354232,1.6363636363636365,15950
2023-12,16.854194601527432,1.9471812510931032,0.8220136419285257,1.0377193493849473,1.6148778639305077,17153
2024-01,19.850873176793773,3.4273006736869642,1.170776375171692,1.236182876577932,1.805219438812218,15289
2024-02,16.071674707098552,2.177808407994487,1.29565816678153,1.206064782908339,1.5644383184011026,14510
2024-03,21.76909014203347,1.5890873294895234,0.5906342286598228,1.4625228519195612,1.4554914920545634,14222
2024-04,21.63877668782458,2.09014554080913,0.5834455343976406,1.448996601910624,1.0771302173494903,15597
